email,sex,isLGBTQIA,age,civilStatus,isPasigueno,yearsInPasig,barangay,familyMonthlyIncome,religion,curricularProgram,academicStatus,workingStudent,deansLister,presidentsLister,feederSchool,strandInSHS,isPWD
betty.anderson@gmail.com,Male,Yes,18 years old,Single Parent,Yes,1 - 5 years,Kalawaan,"Between Php9,520 to Php21,194",Protestant/Pentecostal,BSED-ENG,Regular,No,Yes,No,Public,TVL Track,No
betty.flores@gmail.com,Male,No,23 years old,Widower,No,less than 1 year,Caniogan,"Between Php76,670 to Php131,484",Born - Again Christian,BSCS,Regular,Yes,No,No,Private,STEM,No
betty.hall705@gmail.com,Male,No,19 years old,Single,Yes,1 - 5 years,Pinagbuhatan,"Less than Php9,520",Baptist,BSBA,Regular,No,No,No,Public,GAS,No
betty.harris@gmail.com,Male,No,24 years old,Separated,Yes,16 - 20 years,Bambang,"Between Php76,670 to Php131,484",Members Church of God International,BSIT,Regular,No,No,No,Private,TVL Track,No
betty.hernandez214@gmail.com,Male,No,20 years old,Married,Yes,6 - 10 years,San Joaquin,"Between Php9,520 to Php21,194",Born - Again Christian,BSN,Regular,No,Yes,No,Private,TVL Track,No
betty.hernandez@gmail.com,Female,No,below 18 years old,Single,Yes,less than 1 year,Buting,"Less than Php9,520",LDS Mormon,BSIT,Regular,No,No,No,Private,TVL Track,No
betty.jones@gmail.com,Male,No,19 years old,Widower,Yes,less than 1 year,San Miguel,"From Php219,140 and up",Protestant/Pentecostal,ABPSYCH,Regular,Yes,No,No,Public,TVL Track,No
betty.king752@gmail.com,Female,No,22 years old,Widower,No,less than 1 year,Sumilang,"From Php219,140 and up",Undetermined,BSHM,Regular,No,Yes,No,Public,Sports Track,No
betty.lee711@gmail.com,Male,No,21 years old,Living with Partner,Yes,less than 1 year,Caniogan,"From Php219,140 and up",Islam,ABPSYCH,Regular,No,No,No,Private,GAS,No
betty.lopez@gmail.com,Female,No,25 years old and above,Living with Partner,Yes,16 - 20 years,San Joaquin,"From Php219,140 and up",Atheist,BSBA,Regular,No,No,No,Public,STEM,No
betty.martin@gmail.com,Female,No,18 years old,Separated,Yes,1 - 5 years,Ugong,"Less than Php9,520",Born - Again Christian,BSED-ENG,Regular,No,No,No,Public,TVL Track,No
betty.miller@gmail.com,Female,No,below 18 years old,Single,No,less than 1 year,Mandaluyong City,"Between Php9,520 to Php21,194",Born - Again Christian,BEED,Regular,Yes,No,No,Private,GAS,No
betty.moore970@gmail.com,Male,No,23 years old,Living with Partner,Yes,11 - 15 years,Buting,"Between Php131,485 to Php219,140",Roman Catholic,ABPSYCH,Regular,No,No,No,Public,TVL Track,No
betty.nelson418@gmail.com,Male,No,23 years old,Married,Yes,1 - 5 years,Pinagbuhatan,"Between Php131,485 to Php219,140",Methodist,BSED-FIL,Regular,No,Yes,No,Private,TVL Track,No
betty.nguyen970@gmail.com,Female,No,19 years old,Single Parent,No,less than 1 year,Marikina City,"Between Php131,485 to Php219,140",Seventh-Day Adventist,BSED-MATH,Regular,No,No,No,Public,TVL Track,No
betty.perez376@gmail.com,Male,No,19 years old,Widower,Yes,1 - 5 years,Santa Rosa,"Between Php76,670 to Php131,484",Protestant/Pentecostal,BSED-MATH,Regular,No,No,No,Private,TVL Track,No
betty.ramirez550@gmail.com,Male,No,24 years old,Living with Partner,Yes,11 - 15 years,Cainta,"Less than Php9,520",Roman Catholic,ABPSYCH,Regular,Yes,No,No,Private,HUMSS,No
betty.rivera368@gmail.com,Female,No,22 years old,Living with Partner,Yes,6 - 10 years,San Antonio,"Between Php21,195 to Php43,838",Protestant/Pentecostal,BSA,Regular,No,No,No,Private,STEM,No
betty.rodriguez345@gmail.com,Female,No,24 years old,Widower,No,less than 1 year,Taguig City,"Between Php9,520 to Php21,194",Roman Catholic,BSN,Regular,No,No,No,Public,GAS,No
betty.sanchez@gmail.com,Female,No,18 years old,Married,No,less than 1 year,Taytay,"Between Php21,195 to Php43,838",LDS Mormon,BSCS,Irregular,No,Yes,No,Public,Sports Track,No
betty.scott898@gmail.com,Male,No,18 years old,Single,No,less than 1 year,Marikina City,"Between Php131,485 to Php219,140",Methodist,BSED-MATH,Regular,No,No,No,Private,TVL Track,No
betty.scott@gmail.com,Male,No,25 years old and above,Single,Yes,1 - 5 years,Malinao,"Between Php21,195 to Php43,838",The Church of Jesus Christ of Latter-Day Saints,BSED-MATH,Irregular,No,No,Yes,Public,TVL Track,No
betty.taylor70@gmail.com,Female,No,20 years old,Living with Partner,Yes,1 - 5 years,Oranbo,"From Php219,140 and up",Methodist,BSN,Irregular,No,No,No,Public,ABM,No
betty.thomas@gmail.com,Male,No,25 years old and above,Living with Partner,Yes,21 - 25 years,Oranbo,"Between Php43,839 to Php76,669",Undetermined,BSED-FIL,Regular,No,Yes,No,Private,Sports Track,No
betty.thompson@gmail.com,Male,No,18 years old,Separated,No,less than 1 year,Bulacan,"Between Php21,195 to Php43,838",Born - Again Christian,BSCS,Regular,No,No,No,Private,HUMSS,No
betty.walker788@gmail.com,Male,No,23 years old,Living with Partner,No,less than 1 year,"Montalban, Rizal","From Php219,140 and up",Seventh-Day Adventist,BSED-FIL,Regular,No,No,No,Public,ABM,No
betty.white@gmail.com,Male,Yes,24 years old,Separated,Yes,11 - 15 years,Palatiw,"Between Php21,195 to Php43,838",Seventh-Day Adventist,BSN,Regular,No,No,No,Public,HUMSS,No
betty.williams@gmail.com,Male,No,25 years old and above,Living with Partner,No,less than 1 year,Bambang,"Between Php43,839 to Php76,669",The Church of Jesus Christ of Latter-Day Saints,ABPSYCH,Regular,Yes,No,No,Public,Sports Track,No
betty.wilson557@gmail.com,Female,No,below 18 years old,Married,Yes,less than 1 year,Antipolo,"Between Php21,195 to Php43,838",Methodist,BSECE,Regular,No,No,No,Public,HUMSS,No
c.adams@gmail.com,Female,No,21 years old,Living with Partner,Yes,6 - 10 years,Oranbo,"Between Php76,670 to Php131,484",Islam,BSED-MATH,Regular,No,No,No,Public,TVL Track,No
c.brown@gmail.com,Female,No,23 years old,Single Parent,Yes,16 - 20 years,Sagad,"Between Php21,195 to Php43,838",Baptist,BSHM,Irregular,Yes,No,No,Public,ABM,Yes
c.campbell@gmail.com,Male,No,25 years old and above,Living with Partner,No,less than 1 year,Pinagbuhatan,"Between Php9,520 to Php21,194",The Church of Jesus Christ of Latter-Day Saints,BSBA,Regular,No,Yes,No,Public,STEM,No
c.clark@gmail.com,Male,No,22 years old,Single,Yes,21 - 25 years,Pineda,"Between Php9,520 to Php21,194",Methodist,BSECE,Regular,No,No,No,Public,GAS,No
c.davis@gmail.com,Female,No,25 years old and above,Single,Yes,less than 1 year,Oranbo,"Between Php9,520 to Php21,194",Undetermined,ABPSYCH,Regular,No,No,Yes,Public,ABM,No
c.flores@gmail.com,Female,No,24 years old,Separated,Yes,16 - 20 years,San Antonio,"Between Php76,670 to Php131,484",Seventh-Day Adventist,BSECE,Regular,No,Yes,No,Private,Sports Track,No
c.garcia@gmail.com,Female,No,18 years old,Single,Yes,1 - 5 years,Santa Cruz,"Between Php9,520 to Php21,194",Baptist,BEED,Irregular,No,Yes,No,Public,Sports Track,No
c.harris@gmail.com,Male,No,25 years old and above,Single,No,less than 1 year,Marikina City,"Between Php43,839 to Php76,669",LDS Mormon,BSCS,Regular,No,No,No,Private,HUMSS,No
c.hill@gmail.com,Female,No,18 years old,Single,No,less than 1 year,"Montalban, Rizal","From Php219,140 and up",The Church of Jesus Christ of Latter-Day Saints,BSN,Irregular,No,Yes,No,Public,STEM,No
c.jackson@gmail.com,Female,No,23 years old,Married,Yes,1 - 5 years,Pateros,"Between Php43,839 to Php76,669",Methodist,BSED-MATH,Regular,Yes,No,No,Public,ABM,No
c.johnson@gmail.com,Female,No,18 years old,Separated,Yes,less than 1 year,Sumilang,"Between Php9,520 to Php21,194",Protestant/Pentecostal,BSCS,Regular,No,No,No,Private,STEM,No
c.jones@gmail.com,Male,No,20 years old,Single Parent,Yes,1 - 5 years,San Nicolas,"Between Php21,195 to Php43,838",Protestant/Pentecostal,BSHM,Regular,No,No,No,Public,STEM,No
c.king@gmail.com,Male,No,20 years old,Single,No,less than 1 year,Pateros,"Less than Php9,520",Protestant/Pentecostal,BEED,Regular,No,No,No,Public,ABM,Yes
c.lee@gmail.com,Male,No,23 years old,Separated,Yes,6 - 10 years,Bulacan,"Between Php21,195 to Php43,838",Protestant/Pentecostal,BSIT,Regular,Yes,No,No,Public,ABM,No
c.lopez@gmail.com,Male,No,25 years old and above,Single Parent,Yes,11 - 15 years,San Nicolas,"Between Php21,195 to Php43,838",Jehovah's Witness,BSED-ENG,Regular,No,No,No,Private,HUMSS,Yes
c.miller@gmail.com,Male,No,21 years old,Single,Yes,less than 1 year,Santa Lucia,"Between Php21,195 to Php43,838",World Mission Society Church of God,BSECE,Regular,No,No,No,Public,ABM,No
c.mitchell@gmail.com,Female,No,20 years old,Single,Yes,1 - 5 years,Santa Cruz,"Between Php43,839 to Php76,669",Undetermined,BSED-MATH,Regular,No,No,No,Public,ABM,No
c.moore@gmail.com,Female,No,18 years old,Married,Yes,1 - 5 years,San Joaquin,"Less than Php9,520",Agnostic,BSECE,Irregular,No,No,No,Private,ABM,No
c.nguyen@gmail.com,Female,No,18 years old,Single Parent,Yes,1 - 5 years,Sagad,"Between Php76,670 to Php131,484",LDS Mormon,BSN,Regular,No,No,No,Public,HUMSS,No
c.perez@gmail.com,Female,No,22 years old,Widower,No,less than 1 year,Cainta,"From Php219,140 and up",The Church of Jesus Christ of Latter-Day Saints,BSN,Regular,No,No,No,Private,HUMSS,Yes
c.robinson@gmail.com,Female,No,24 years old,Married,Yes,less than 1 year,San Joaquin,"From Php219,140 and up",World Mission Society Church of God,BSHM,Regular,No,No,No,Public,TVL Track,No
c.rodriguez@gmail.com,Male,No,20 years old,Single,Yes,1 - 5 years,Buting,"From Php219,140 and up",Methodist,BSIT,Regular,No,No,No,Private,HUMSS,No
c.scott@gmail.com,Female,No,21 years old,Widower,Yes,less than 1 year,Kapasigan,"Between Php21,195 to Php43,838",Iglesia Ni Cristo,BEED,Regular,Yes,No,No,Private,GAS,No
c.smith@gmail.com,Female,No,below 18 years old,Married,Yes,less than 1 year,Kapasigan,"Between Php9,520 to Php21,194",Protestant/Pentecostal,BSED-FIL,Regular,No,No,No,Public,HUMSS,No
c.taylor@gmail.com,Female,No,19 years old,Widower,Yes,1 - 5 years,San Jose,"Between Php21,195 to Php43,838",Roman Catholic,BSED-MATH,Regular,Yes,No,Yes,Public,Sports Track,No
c.thomas@gmail.com,Female,No,below 18 years old,Married,No,less than 1 year,Pateros,"Less than Php9,520",LDS Mormon,BSN,Regular,No,Yes,No,Private,HUMSS,No
c.thompson@gmail.com,Male,No,21 years old,Single,Yes,16 - 20 years,San Nicolas,"Between Php131,485 to Php219,140",Atheist,BSBA,Regular,No,No,No,Private,ABM,No
c.torres@gmail.com,Male,No,25 years old and above,Separated,Yes,26 years and above,Bagong Ilog,"Between Php131,485 to Php219,140",Iglesia Ni Cristo,BSIT,Irregular,No,No,Yes,Private,HUMSS,No
c.walker@gmail.com,Female,No,20 years old,Widower,Yes,1 - 5 years,Santolan,"Less than Php9,520",Members Church of God International,BSHM,Regular,Yes,No,No,Private,ABM,No
c.williams@gmail.com,Female,No,24 years old,Separated,Yes,21 - 25 years,Santo Tomas,"Between Php76,670 to Php131,484",LDS Mormon,BSA,Regular,No,No,No,Public,GAS,No
c.wilson@gmail.com,Male,No,19 years old,Widower,Yes,1 - 5 years,Kalawaan,"Between Php21,195 to Php43,838",Iglesia Ni Cristo,BSCS,Regular,No,No,No,Public,Sports Track,No
c.young@gmail.com,Male,No,20 years old,Single Parent,Yes,6 - 10 years,Oranbo,"From Php219,140 and up",Agnostic,BSED-MATH,Regular,No,Yes,No,Public,Sports Track,No
charles.adams@gmail.com,Female,No,19 years old,Living with Partner,Yes,less than 1 year,Maybunga,"Between Php9,520 to Php21,194",Methodist,BSED-MATH,Irregular,No,No,No,Private,STEM,No
charles.campbell@gmail.com,Female,No,19 years old,Separated,Yes,less than 1 year,Rosario,"Between Php21,195 to Php43,838",Undetermined,BSED-MATH,Regular,No,Yes,No,Public,TVL Track,No
charles.davis785@gmail.com,Male,No,22 years old,Single,Yes,11 - 15 years,Santo Tomas,"Less than Php9,520",Undetermined,BSCS,Regular,No,No,No,Public,Sports Track,No
charles.garcia937@gmail.com,Male,No,21 years old,Single,Yes,11 - 15 years,Santa Lucia,"Between Php9,520 to Php21,194",Agnostic,BSIT,Irregular,No,Yes,No,Private,Sports Track,No
charles.hall@gmail.com,Female,No,19 years old,Widower,Yes,6 - 10 years,Manggahan,"Between Php9,520 to Php21,194",The Church of Jesus Christ of Latter-Day Saints,BSED-ENG,Regular,No,No,No,Public,ABM,No
charles.harris@gmail.com,Male,No,24 years old,Separated,Yes,1 - 5 years,Malinao,"Between Php43,839 to Php76,669",Atheist,BSIT,Irregular,Yes,No,No,Public,GAS,No
charles.hernandez@gmail.com,Male,No,20 years old,Married,Yes,11 - 15 years,Palatiw,"Less than Php9,520",Agnostic,BSED-MATH,Regular,Yes,No,No,Public,HUMSS,No
charles.hill263@gmail.com,Male,No,25 years old and above,Married,Yes,26 years and above,Bambang,"Between Php43,839 to Php76,669",Aglipay,BSN,Regular,No,Yes,No,Private,STEM,No
charles.hill@gmail.com,Female,No,22 years old,Living with Partner,No,less than 1 year,Taguig City,"Between Php76,670 to Php131,484",No Religion,BSED-MATH,Irregular,No,No,Yes,Public,Sports Track,No
charles.jackson92@gmail.com,Male,No,21 years old,Single Parent,Yes,16 - 20 years,Sumilang,"Less than Php9,520",Iglesia Ni Cristo,BSED-ENG,Irregular,No,No,No,Public,ABM,No
charles.jackson@gmail.com,Female,No,23 years old,Single Parent,Yes,1 - 5 years,Santa Lucia,"Between Php43,839 to Php76,669",Members Church of God International,BSN,Regular,No,No,No,Public,STEM,No
charles.johnson@gmail.com,Female,No,below 18 years old,Single,Yes,less than 1 year,Malinao,"Between Php9,520 to Php21,194",Born - Again Christian,BSHM,Regular,Yes,No,No,Public,Sports Track,No
charles.jones@gmail.com,Male,Yes,below 18 years old,Separated,Yes,less than 1 year,San Joaquin,"Between Php131,485 to Php219,140",No Religion,BSED-FIL,Regular,No,No,No,Private,HUMSS,No
charles.king550@gmail.com,Female,No,22 years old,Widower,Yes,11 - 15 years,Bagong Katipunan,"Between Php131,485 to Php219,140",Jehovah's Witness,BSED-MATH,Regular,No,No,Yes,Public,HUMSS,No
charles.lee@gmail.com,Female,No,22 years old,Single Parent,Yes,6 - 10 years,Buting,"Between Php43,839 to Php76,669",Islam,BSIT,Regular,No,No,No,Private,ABM,Yes
charles.martin508@gmail.com,Male,No,20 years old,Living with Partner,No,less than 1 year,Cainta,"Less than Php9,520",Baptist,BSHM,Regular,No,No,No,Public,Sports Track,No
charles.martinez965@gmail.com,Male,No,18 years old,Living with Partner,Yes,1 - 5 years,Cavite,"Between Php21,195 to Php43,838",World Mission Society Church of God,BSED-FIL,Regular,No,No,No,Public,ABM,No
charles.martinez@gmail.com,Female,No,19 years old,Single Parent,Yes,1 - 5 years,Santa Rosa,"Less than Php9,520",Methodist,BSECE,Regular,Yes,No,No,Public,STEM,No
charles.nelson342@gmail.com,Female,No,25 years old and above,Widower,Yes,1 - 5 years,Palatiw,"Between Php9,520 to Php21,194",Roman Catholic,ABPSYCH,Regular,Yes,No,No,Public,Sports Track,No
charles.nelson531@gmail.com,Female,No,24 years old,Living with Partner,Yes,6 - 10 years,Teresa,"Between Php21,195 to Php43,838",Aglipay,BSIT,Regular,No,No,No,Public,STEM,No
charles.nelson@gmail.com,Female,No,20 years old,Living with Partner,Yes,less than 1 year,Kapitolyo,"Between Php76,670 to Php131,484",Aglipay,BSHM,Regular,No,No,No,Public,Sports Track,No
charles.nguyen@gmail.com,Male,Yes,21 years old,Widower,Yes,less than 1 year,Santolan,"Between Php21,195 to Php43,838",Jehovah's Witness,BSED-ENG,Regular,No,No,No,Private,ABM,No
charles.perez556@gmail.com,Female,No,20 years old,Widower,Yes,1 - 5 years,Santo Tomas,"Between Php131,485 to Php219,140",Methodist,BSHM,Regular,Yes,No,No,Public,HUMSS,No
charles.ramirez39@gmail.com,Female,No,25 years old and above,Single,Yes,26 years and above,Malinao,"Between Php43,839 to Php76,669",Seventh-Day Adventist,BSIT,Regular,No,No,No,Private,ABM,No
charles.ramirez656@gmail.com,Female,No,below 18 years old,Widower,Yes,less than 1 year,Santa Cruz,"Between Php43,839 to Php76,669",Born - Again Christian,BSED-MATH,Regular,No,No,No,Public,ABM,No
charles.ramirez786@gmail.com,Male,No,19 years old,Separated,Yes,6 - 10 years,Buting,"Between Php9,520 to Php21,194",Atheist,BSBA,Irregular,Yes,Yes,No,Private,ABM,No
charles.rivera@gmail.com,Male,No,25 years old and above,Single Parent,No,less than 1 year,Cavite,"Between Php76,670 to Php131,484",Undetermined,BSED-ENG,Regular,No,No,No,Private,TVL Track,No
charles.robinson@gmail.com,Male,No,21 years old,Single,No,less than 1 year,Cainta,"Between Php43,839 to Php76,669",Roman Catholic,BSIT,Regular,No,Yes,No,Public,GAS,No
charles.rodriguez@gmail.com,Female,No,21 years old,Single,Yes,less than 1 year,Bagong Ilog,"Between Php9,520 to Php21,194",Islam,BSED-MATH,Regular,No,No,No,Public,HUMSS,Yes
charles.smith@gmail.com,Female,No,22 years old,Living with Partner,Yes,16 - 20 years,Kapasigan,"Between Php131,485 to Php219,140",Atheist,BSA,Irregular,No,No,Yes,Public,GAS,No
charles.taylor158@gmail.com,Male,No,25 years old and above,Widower,Yes,26 years and above,Manggahan,"Between Php76,670 to Php131,484",Seventh-Day Adventist,BEED,Irregular,Yes,No,No,Private,ABM,No
charles.thomas284@gmail.com,Female,No,19 years old,Single Parent,No,less than 1 year,Bulacan,"Between Php131,485 to Php219,140",Protestant/Pentecostal,BSED-MATH,Regular,No,No,No,Public,Sports Track,No
charles.thomas874@gmail.com,Female,No,24 years old,Widower,No,less than 1 year,Binangonan,"Between Php43,839 to Php76,669",Protestant/Pentecostal,BSED-ENG,Irregular,No,No,No,Private,Sports Track,No
charles.thomas@gmail.com,Male,No,20 years old,Separated,No,less than 1 year,Antipolo,"Between Php9,520 to Php21,194",Methodist,BSCS,Irregular,Yes,No,No,Public,ABM,No
charles.torres@gmail.com,Female,No,23 years old,Widower,No,less than 1 year,Kalawaan,"From Php219,140 and up",Baptist,BEED,Regular,No,Yes,No,Public,ABM,No
charles.white233@gmail.com,Male,No,23 years old,Separated,No,less than 1 year,Pateros,"From Php219,140 and up",The Church of Jesus Christ of Latter-Day Saints,BSED-MATH,Regular,Yes,No,No,Public,ABM,No
charles.williams419@gmail.com,Female,No,24 years old,Single Parent,Yes,1 - 5 years,Malinao,"Between Php9,520 to Php21,194",Born - Again Christian,BSHM,Regular,Yes,No,No,Private,HUMSS,No
charles.wright107@gmail.com,Male,No,18 years old,Separated,Yes,1 - 5 years,Caniogan,"Less than Php9,520",Protestant/Pentecostal,BSN,Regular,No,Yes,No,Public,HUMSS,Yes
charles.wright131@gmail.com,Female,No,21 years old,Separated,No,less than 1 year,Sagad,"Between Php76,670 to Php131,484",No Religion,BSIT,Regular,Yes,No,No,Public,GAS,No
charles.young60@gmail.com,Male,No,23 years old,Living with Partner,No,less than 1 year,Pateros,"From Php219,140 and up",Undetermined,BSIT,Regular,Yes,Yes,No,Private,HUMSS,No
charles.young@gmail.com,Female,No,22 years old,Living with Partner,Yes,16 - 20 years,Oranbo,"Between Php131,485 to Php219,140",Roman Catholic,BSECE,Irregular,No,No,No,Public,Sports Track,No
charlotte.adams@gmail.com,Female,No,25 years old and above,Separated,No,less than 1 year,Maybunga,"Less than Php9,520",Methodist,BSIT,Regular,No,No,No,Public,HUMSS,No
charlotte.allen25@gmail.com,Female,No,below 18 years old,Living with Partner,Yes,less than 1 year,Teresa,"Between Php131,485 to Php219,140",Members Church of God International,BSED-FIL,Regular,No,No,No,Private,GAS,No
charlotte.allen734@gmail.com,Female,No,23 years old,Married,No,less than 1 year,Pinagbuhatan,"Between Php43,839 to Php76,669",Undetermined,BSED-FIL,Irregular,No,No,No,Public,ABM,No
charlotte.anderson178@gmail.com,Female,Yes,23 years old,Widower,Yes,21 - 25 years,San Joaquin,"Between Php131,485 to Php219,140",Protestant/Pentecostal,BEED,Regular,No,No,No,Private,TVL Track,No
charlotte.anderson@gmail.com,Male,No,18 years old,Widower,Yes,1 - 5 years,Caniogan,"Between Php76,670 to Php131,484",Roman Catholic,BSN,Regular,Yes,No,No,Private,TVL Track,No
charlotte.baker110@gmail.com,Female,No,19 years old,Widower,Yes,less than 1 year,Santa Cruz,"Between Php21,195 to Php43,838",Jehovah's Witness,BSIT,Regular,Yes,No,No,Public,STEM,No
charlotte.baker@gmail.com,Male,No,22 years old,Single Parent,No,less than 1 year,San Miguel,"Less than Php9,520",Undetermined,BSIT,Regular,Yes,No,No,Public,TVL Track,No
charlotte.brown265@gmail.com,Male,No,18 years old,Single Parent,Yes,less than 1 year,Pineda,"Between Php131,485 to Php219,140",Methodist,BSHM,Irregular,No,Yes,No,Private,Sports Track,No
charlotte.brown787@gmail.com,Female,No,24 years old,Separated,No,less than 1 year,Cainta,"Between Php76,670 to Php131,484",Undetermined,BSBA,Irregular,No,No,No,Private,GAS,No
charlotte.brown@gmail.com,Female,No,22 years old,Separated,Yes,16 - 20 years,San Jose,"Between Php43,839 to Php76,669",Atheist,BSED-FIL,Regular,Yes,No,No,Private,ABM,No
charlotte.clark@gmail.com,Female,No,20 years old,Single Parent,No,less than 1 year,Binangonan,"Between Php131,485 to Php219,140",Jehovah's Witness,BSIT,Regular,No,No,Yes,Private,GAS,No
charlotte.davis539@gmail.com,Male,No,24 years old,Single,Yes,1 - 5 years,San Nicolas,"Less than Php9,520",Methodist,BSED-FIL,Regular,No,Yes,No,Public,STEM,No
charlotte.davis@gmail.com,Female,No,22 years old,Widower,Yes,16 - 20 years,Santa Rosa,"From Php219,140 and up",Baptist,BSECE,Regular,Yes,Yes,No,Public,Sports Track,No
charlotte.flores763@gmail.com,Male,No,24 years old,Living with Partner,Yes,1 - 5 years,Buting,"From Php219,140 and up",Islam,ABPSYCH,Regular,No,Yes,No,Private,ABM,No
charlotte.garcia333@gmail.com,Female,No,22 years old,Separated,No,less than 1 year,Dela Paz,"Less than Php9,520",Baptist,BSN,Regular,No,No,No,Public,HUMSS,No
charlotte.hill@gmail.com,Female,No,18 years old,Living with Partner,No,less than 1 year,Ugong,"Between Php131,485 to Php219,140",Undetermined,BSHM,Regular,No,No,No,Public,STEM,No
charlotte.jackson58@gmail.com,Female,No,21 years old,Living with Partner,Yes,11 - 15 years,San Miguel,"Between Php9,520 to Php21,194",Roman Catholic,ABPSYCH,Regular,Yes,No,No,Private,TVL Track,No
charlotte.jackson@gmail.com,Male,Yes,20 years old,Separated,Yes,6 - 10 years,Malinao,"Between Php43,839 to Php76,669",Roman Catholic,BSA,Regular,No,No,No,Private,HUMSS,No
charlotte.jones708@gmail.com,Female,No,24 years old,Separated,Yes,1 - 5 years,Maybunga,"Between Php131,485 to Php219,140",Methodist,BSED-ENG,Irregular,No,No,No,Public,Sports Track,No
charlotte.jones786@gmail.com,Female,No,23 years old,Single Parent,Yes,6 - 10 years,Catanduanes,"Between Php21,195 to Php43,838",Roman Catholic,BSA,Regular,Yes,No,No,Private,GAS,No
charlotte.king@gmail.com,Male,No,21 years old,Single Parent,Yes,less than 1 year,Bagong Katipunan,"Between Php43,839 to Php76,669",No Religion,BSED-ENG,Regular,Yes,No,No,Private,HUMSS,No
charlotte.miller35@gmail.com,Female,No,18 years old,Single Parent,Yes,1 - 5 years,San Jose,"Between Php76,670 to Php131,484",Atheist,ABPSYCH,Regular,Yes,No,No,Public,HUMSS,Yes
charlotte.mitchell@gmail.com,Female,No,below 18 years old,Widower,No,less than 1 year,Antipolo,"Between Php9,520 to Php21,194",Atheist,BSBA,Irregular,No,No,No,Private,TVL Track,No
charlotte.nelson105@gmail.com,Female,No,21 years old,Widower,Yes,11 - 15 years,Bagong Ilog,"Between Php76,670 to Php131,484",Agnostic,BSECE,Regular,No,No,No,Private,ABM,No
charlotte.nelson93@gmail.com,Male,No,25 years old and above,Separated,Yes,11 - 15 years,Bambang,"Between Php131,485 to Php219,140",No Religion,BSED-MATH,Regular,No,No,No,Public,GAS,No
charlotte.robinson@gmail.com,Female,Yes,24 years old,Married,Yes,less than 1 year,Santa Rosa,"Between Php131,485 to Php219,140",Iglesia Ni Cristo,BSBA,Regular,Yes,No,No,Private,TVL Track,No
charlotte.sanchez928@gmail.com,Female,No,18 years old,Married,Yes,less than 1 year,Bambang,"Between Php131,485 to Php219,140",Jehovah's Witness,BSBA,Regular,No,No,No,Private,Sports Track,No
charlotte.scott@gmail.com,Male,No,22 years old,Single Parent,Yes,21 - 25 years,Santa Lucia,"Between Php43,839 to Php76,669",Undetermined,BSECE,Regular,No,Yes,No,Public,Sports Track,No
charlotte.smith@gmail.com,Female,No,24 years old,Married,Yes,11 - 15 years,Kapitolyo,"From Php219,140 and up",Agnostic,BSHM,Regular,No,No,No,Private,STEM,No
charlotte.thomas591@gmail.com,Female,No,22 years old,Widower,Yes,1 - 5 years,Buting,"From Php219,140 and up",Jehovah's Witness,BSN,Regular,No,No,No,Public,GAS,No
charlotte.thompson985@gmail.com,Male,No,below 18 years old,Single Parent,Yes,less than 1 year,Dela Paz,"Between Php43,839 to Php76,669",Baptist,BSA,Regular,No,Yes,No,Private,GAS,No
charlotte.thompson@gmail.com,Female,No,20 years old,Separated,Yes,11 - 15 years,Taytay,"Between Php131,485 to Php219,140",Seventh-Day Adventist,ABPSYCH,Regular,No,No,No,Private,ABM,Yes
charlotte.torres@gmail.com,Male,No,21 years old,Single,Yes,16 - 20 years,Santo Tomas,"Between Php21,195 to Php43,838",World Mission Society Church of God,BSBA,Regular,Yes,No,Yes,Public,STEM,No
charlotte.walker56@gmail.com,Male,No,25 years old and above,Widower,Yes,6 - 10 years,Kapasigan,"From Php219,140 and up",No Religion,BEED,Regular,No,No,Yes,Private,GAS,No
charlotte.walker796@gmail.com,Male,No,below 18 years old,Single Parent,Yes,less than 1 year,Taytay,"Between Php43,839 to Php76,669",The Church of Jesus Christ of Latter-Day Saints,BSECE,Irregular,No,Yes,No,Private,TVL Track,No
charlotte.white249@gmail.com,Female,No,20 years old,Widower,Yes,11 - 15 years,Ugong,"Between Php21,195 to Php43,838",Born - Again Christian,BSED-FIL,Regular,No,Yes,No,Public,HUMSS,No
charlotte.williams335@gmail.com,Male,No,25 years old and above,Separated,No,less than 1 year,Bagong Katipunan,"From Php219,140 and up",Baptist,BSBA,Regular,No,No,No,Public,TVL Track,Yes
charlotte.williams800@gmail.com,Male,No,23 years old,Married,Yes,less than 1 year,Maybunga,"Between Php76,670 to Php131,484",Seventh-Day Adventist,BSED-ENG,Irregular,No,No,No,Private,ABM,No
charlotte.wilson@gmail.com,Female,No,18 years old,Single Parent,No,less than 1 year,Bulacan,"From Php219,140 and up",Undetermined,BSED-ENG,Irregular,No,Yes,No,Public,Sports Track,No
charlotte.wright@gmail.com,Male,No,24 years old,Single,No,less than 1 year,Buting,"Between Php43,839 to Php76,669",No Religion,BSED-ENG,Regular,Yes,No,No,Public,HUMSS,No
charlotte.young220@gmail.com,Female,No,22 years old,Widower,Yes,less than 1 year,Palatiw,"From Php219,140 and up",LDS Mormon,BSHM,Irregular,No,Yes,No,Public,ABM,No
charlotte.young@gmail.com,Male,Yes,22 years old,Living with Partner,Yes,1 - 5 years,Santa Lucia,"From Php219,140 and up",Atheist,BSCS,Irregular,No,No,No,Private,ABM,No
